sample,amusing,angry,annoying,anxious/tense,awe-inspiring/amazing,beautiful,bittersweet,calm/relaxing/serene,compassionate/sympathetic,dreamy,eerie/mysterious,energizing/pump-up,entrancing,erotic/desirous,euphoric/ecstatic,exciting,goose bumps,indignant/defiant,joyful/cheerful,nauseating/revolting,painful,proud/strong,romantic/loving,sad/depressing,scary/fearful,tender/longing,transcendent/mystical,triumphant/heroic
9PbeYAvGZA4_38.mp3,0.037037,0.11111,0.074074,0.11111,0,0,0,0,0,0,0,0.51852,0.037037,0.037037,0.037037,0.18519,0,0.44444,0.037037,0,0.074074,0.22222,0,0,0.037037,0,0,0.2963
9RMHHwJ9Eqk_82.mp3,0,0,0,0.16667,0,0.055556,0,0.22222,0,0.11111,0.55556,0.055556,0.11111,0,0.055556,0.055556,0,0,0,0,0,0.055556,0.055556,0,0.16667,0,0.16667,0.055556
9RlKkvH4R9k_0.mp3,0.055556,0,0,0,0.22222,0.11111,0,0.11111,0.11111,0,0,0.055556,0.055556,0,0.055556,0,0.11111,0.055556,0,0,0,0.5,0,0.055556,0,0,0,0.5
9YsAyO9oW00_16.mp3,0,0,0.16667,0.11111,0,0,0,0,0,0.055556,0,0.16667,0,0,0,0.11111,0,0.055556,0.11111,0,0,0.16667,0,0,0,0,0.055556,0.33333
9aZFcosBTaQ_182.mp3,0,0.055556,0.055556,0,0.055556,0.11111,0,0,0,0.11111,0.11111,0.44444,0.16667,0.055556,0.33333,0.22222,0.055556,0.055556,0.22222,0,0,0,0.16667,0,0,0.055556,0,0.055556
9f0l4djubOM_0.mp3,0,0.11111,0.61111,0.27778,0,0,0,0,0.055556,0,0.055556,0.055556,0.055556,0,0,0.055556,0.11111,0.055556,0.055556,0.11111,0.33333,0,0,0,0.16667,0,0,0
9gAfe7nQWCg_1.mp3,0,0.27778,0,0.22222,0,0,0,0.055556,0,0,0,0.44444,0.055556,0,0.055556,0.33333,0,0.5,0.11111,0,0,0.5,0,0,0,0,0,0.22222
9jK-NcRmVcw_234.mp3,0.055556,0,0.055556,0.22222,0.16667,0,0,0,0,0,0.055556,0.33333,0.11111,0.055556,0.055556,0.11111,0.055556,0.22222,0,0,0,0.55556,0,0,0,0,0.055556,0.55556
9m3wZcpOEVg_500.mp3,0.16667,0.055556,0.055556,0.11111,0,0.055556,0,0,0,0,0.055556,0.66667,0.11111,0.055556,0.27778,0.27778,0.055556,0.055556,0.16667,0,0,0.055556,0,0,0,0,0,0
9nk_WHHTQtY_17.mp3,0,0,0,0,0,0.33333,0.33333,0.16667,0.16667,0.22222,0,0,0.11111,0.055556,0.11111,0,0.055556,0,0.055556,0,0,0.11111,0.38889,0.16667,0,0.22222,0.11111,0
9oKup7A7zks_134.mp3,0,0,0,0.11111,0.22222,0.11111,0.055556,0.055556,0.11111,0.16667,0.11111,0,0,0,0,0,0.11111,0,0,0,0,0.11111,0.055556,0,0.055556,0,0.16667,0.16667
9oKup7A7zks_72.mp3,0,0,0,0,0.055556,0.44444,0.055556,0.33333,0.27778,0.16667,0.055556,0,0,0.055556,0,0,0,0,0,0,0,0,0.11111,0.22222,0,0.11111,0.055556,0
9oKup7A7zks_92.mp3,0,0,0,0,0.055556,0.055556,0.055556,0.27778,0.27778,0.33333,0,0,0.11111,0,0.055556,0,0,0,0,0,0,0,0.11111,0.16667,0,0.27778,0.055556,0.11111
9p9UficlHnQ_235.mp3,0,0.16667,0.22222,0.22222,0.055556,0,0,0,0,0,0,0.33333,0.11111,0,0.055556,0.055556,0,0.16667,0.055556,0,0.11111,0,0,0,0.16667,0,0,0.055556
9tPiRod3CCo_33.mp3,0.037037,0,0.074074,0,0.037037,0.037037,0,0.074074,0,0.11111,0,0.40741,0.037037,0.22222,0.037037,0.14815,0,0.074074,0.11111,0.037037,0,0,0.14815,0,0,0,0.074074,0
9vdFHnl89Yk_3.mp3,0,0,0,0,0,0.5,0.33333,0.72222,0.38889,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,0.27778,0.16667,0,0.33333,0,0
9wfpXI5PKlw_75.mp3,0.11111,0,0.22222,0,0,0.055556,0,0,0.055556,0,0,0.44444,0,0.055556,0.22222,0.33333,0,0,0.44444,0,0.055556,0.055556,0,0,0,0,0,0
A2G68b1uUWA_95.mp3,0,0,0.18519,0.14815,0.14815,0.074074,0,0.037037,0.074074,0.14815,0.33333,0.074074,0.22222,0,0.11111,0.037037,0.037037,0.037037,0,0,0.037037,0.037037,0.037037,0.037037,0,0.037037,0.25926,0
A3yCcXgbKrE_0.mp3,0.055556,0,0.055556,0.055556,0.055556,0.44444,0.22222,0.11111,0.16667,0.11111,0,0,0.055556,0,0,0,0,0.055556,0.055556,0,0,0.055556,0.66667,0,0,0.22222,0,0
A5Jh6CQMpAQ_1.mp3,0,0,0,0,0,0.055556,0,0.5,0.16667,0.33333,0,0,0.055556,0.16667,0.055556,0,0,0,0.11111,0,0,0,0.44444,0,0,0.16667,0,0
A7E1WfB4JO0_76.mp3,0,0.22222,0.055556,0.33333,0.055556,0,0,0,0,0,0,0.44444,0,0,0.11111,0.27778,0.11111,0.22222,0.055556,0,0,0.27778,0,0,0.11111,0,0,0.22222
A8rUZfQJjPY_163.mp3,0.27778,0,0,0,0,0.055556,0,0,0.055556,0,0,0.16667,0,0.055556,0.11111,0.38889,0,0,0.5,0.055556,0,0,0,0,0,0.055556,0,0
A8rUZfQJjPY_176.mp3,0.27778,0,0.22222,0.055556,0,0,0,0,0,0,0,0.44444,0.055556,0,0.16667,0.16667,0,0.055556,0.38889,0.055556,0,0,0,0,0,0,0,0
ACAOjNWrEro_41.mp3,0,0.27778,0.33333,0.11111,0,0,0,0.055556,0,0,0,0.33333,0.16667,0.11111,0.055556,0.22222,0.055556,0,0.11111,0,0,0,0.055556,0,0,0,0,0.055556
AC_WylpdyQQ_160.mp3,0,0.11111,0.055556,0.22222,0.055556,0,0,0,0,0,0.44444,0.11111,0.055556,0,0,0.055556,0.16667,0,0,0,0,0.11111,0,0,0.44444,0,0.055556,0.055556
AEB6ibtdPZc_180.mp3,0.055556,0,0.11111,0,0,0.055556,0,0.055556,0.055556,0,0,0.61111,0.11111,0,0.27778,0.055556,0.055556,0,0.27778,0,0,0.055556,0,0,0,0,0,0
AEB6ibtdPZc_23.mp3,0.055556,0,0.11111,0,0.055556,0,0.055556,0,0,0,0,0.88889,0.055556,0,0,0.44444,0,0,0.33333,0,0,0,0,0,0,0,0,0
AI9WhQL1O9c_6.mp3,0,0.11111,0,0,0.055556,0,0.055556,0,0.055556,0,0.055556,0.55556,0,0,0.11111,0.22222,0.055556,0.16667,0.11111,0.055556,0,0.33333,0,0,0,0,0,0
ALZHF5UqnU4_6.mp3,0,0,0.055556,0,0,0,0,0,0.055556,0,0.055556,0.5,0.27778,0,0.11111,0.22222,0,0,0.44444,0,0,0.055556,0,0,0,0,0.11111,0.11111
A_h6Vx1aB0c_626.mp3,0,0,0.11111,0.11111,0.11111,0,0,0.11111,0,0.27778,0.27778,0.055556,0.22222,0,0.055556,0.11111,0,0,0.11111,0,0,0.055556,0.055556,0,0,0.055556,0.38889,0
Ad0JDKXctb8_8.mp3,0,0,0,0,0,0.11111,0.16667,0.38889,0.11111,0.11111,0,0,0.055556,0,0,0.055556,0,0,0.33333,0,0,0,0.38889,0,0,0.16667,0.055556,0
Ag1o3koTLWM_5.mp3,0.61111,0,0.11111,0,0.055556,0,0,0,0,0.055556,0,0.11111,0.055556,0,0,0.22222,0,0,0.44444,0,0,0,0,0,0,0,0,0
AiNqHRUWqI4_160.mp3,0,0,0.22222,0.27778,0.055556,0,0,0,0,0.055556,0.055556,0.38889,0.16667,0.055556,0.11111,0.22222,0,0,0.055556,0.055556,0,0.055556,0,0,0,0.055556,0,0
AmqDOA-JALg_1548.mp3,0,0,0,0,0.055556,0.22222,0,0.38889,0,0.44444,0.11111,0,0.055556,0,0,0,0,0,0.055556,0,0,0,0,0,0,0.11111,0.38889,0
Angel Olsen - Shut Up Kiss Me (Official Video)&nleRCBhLr3k.mp3,0.16667,0,0.16667,0.055556,0.11111,0,0,0,0,0.055556,0,0.5,0.055556,0,0.11111,0.055556,0,0,0.22222,0,0.11111,0.11111,0,0.055556,0,0,0,0.055556
Animal Collective - Grass-fqWvKlOeqgU&1.mp3,0.16667,0,0.33333,0.22222,0.16667,0.055556,0.055556,0.055556,0.11111,0.055556,0.16667,0.11111,0.22222,0,0.055556,0.11111,0.11111,0.055556,0.11111,0.16667,0,0,0.055556,0,0,0.055556,0.16667,0
Animal Collective - Grass-fqWvKlOeqgU&2.mp3,0,0,0.11111,0.16667,0.11111,0,0,0.11111,0.11111,0.055556,0,0.22222,0.11111,0,0.22222,0.33333,0,0,0.22222,0,0,0.11111,0,0,0,0.055556,0,0.055556
Animal Collective - Leaf House_VPWR98JCCRE_1.mp3,0.055556,0,0.22222,0.055556,0.055556,0,0,0,0,0.055556,0.055556,0.16667,0.11111,0.11111,0.055556,0.11111,0,0,0.16667,0.11111,0,0.11111,0.11111,0.055556,0,0,0.11111,0
Animal Collective - Leaf House_VPWR98JCCRE_2.mp3,0,0,0.72222,0.27778,0,0,0,0,0,0,0,0.055556,0.055556,0,0.055556,0.11111,0,0.055556,0,0.11111,0.055556,0,0,0,0,0.055556,0.055556,0
Animal Collective - Leaf House_VPWR98JCCRE_3.mp3,0.055556,0,0.16667,0.055556,0,0,0,0.055556,0,0,0.16667,0.27778,0.33333,0,0,0.16667,0,0.11111,0.055556,0.11111,0,0.11111,0,0.11111,0,0,0.22222,0.055556
Animal Collective - My Girls (2009)_zol2MJf6XNE_1.mp3,0.055556,0,0.16667,0.11111,0.11111,0,0,0.055556,0,0.055556,0.33333,0.16667,0.22222,0,0.16667,0.11111,0.16667,0,0.16667,0,0,0,0,0,0.055556,0,0.055556,0.055556
Animal Collective - My Girls (2009)_zol2MJf6XNE_2.mp3,0.037037,0,0.37037,0.18519,0.037037,0.037037,0,0,0,0,0.037037,0.25926,0.14815,0,0.14815,0.14815,0.037037,0,0.18519,0.037037,0,0,0,0,0,0,0.14815,0.037037
Animal Collective - My Girls (2009)_zol2MJf6XNE_3.mp3,0,0,0.27778,0.11111,0,0,0,0,0,0.11111,0.16667,0.38889,0.16667,0,0.16667,0.33333,0,0,0.22222,0,0,0,0,0,0,0,0.16667,0.055556
Animal Collective - What would I want Sky_WSmuzEzeAeY_1.mp3,0,0,0.16667,0,0,0,0,0.33333,0.055556,0.16667,0.11111,0,0.11111,0.055556,0.055556,0.055556,0,0,0.055556,0,0,0,0,0.11111,0.11111,0,0.44444,0
Animal Collective - What would I want Sky_WSmuzEzeAeY_2.mp3,0,0,0.16667,0.055556,0,0,0,0.11111,0,0,0.38889,0.055556,0.16667,0.055556,0.11111,0,0,0,0,0,0.055556,0.055556,0.055556,0.055556,0.11111,0.055556,0.16667,0.055556
Animal Collective - What would I want Sky_WSmuzEzeAeY_3.mp3,0,0,0.16667,0.16667,0.055556,0,0,0.11111,0.055556,0.055556,0.22222,0.11111,0.22222,0,0.055556,0.11111,0,0.055556,0,0,0,0.055556,0.055556,0,0.11111,0,0.11111,0.055556
Animal Collective - What would I want Sky_WSmuzEzeAeY_4.mp3,0.055556,0.055556,0.33333,0,0,0,0,0.055556,0.055556,0,0.055556,0.11111,0.11111,0,0.11111,0,0,0.11111,0.11111,0.055556,0.055556,0,0,0,0.055556,0.055556,0.055556,0
Animal Collective - What would I want Sky_WSmuzEzeAeY_5.mp3,0,0.055556,0.66667,0.11111,0,0,0,0.11111,0.055556,0.055556,0.055556,0.055556,0.055556,0,0,0,0,0,0,0.055556,0.055556,0,0,0.16667,0,0,0,0
Aq4PB1K08zM_63.mp3,0.055556,0,0,0,0.11111,0.11111,0,0,0,0,0,0.66667,0.16667,0,0.11111,0.38889,0,0.055556,0.38889,0,0,0.055556,0,0,0,0,0.055556,0
Aq4PB1K08zM_97.mp3,0,0,0,0,0.055556,0.27778,0,0.33333,0.055556,0.33333,0,0.055556,0.11111,0.055556,0.11111,0,0,0,0,0,0,0,0.16667,0.11111,0,0.055556,0.33333,0
ArgvJVFbmeE_6.mp3,0.055556,0.055556,0,0.055556,0.055556,0,0.055556,0,0.055556,0,0.055556,0.5,0,0,0.055556,0.22222,0,0.11111,0.16667,0,0.055556,0.055556,0,0,0,0.11111,0,0.16667
ArtophI2ORg_18.mp3,0,0.055556,0.055556,0,0.055556,0,0,0,0,0,0,0.72222,0.11111,0,0.22222,0.38889,0,0,0,0,0.055556,0.22222,0,0,0,0,0,0.055556
AtDG-IFAhZo_0.mp3,0.055556,0,0,0,0.055556,0.5,0.055556,0.5,0.11111,0.11111,0.055556,0,0,0,0,0,0,0,0.11111,0,0,0,0.27778,0.055556,0,0.11111,0.055556,0
AuvQ14HT3Ok_0.mp3,0.037037,0.11111,0.2963,0.33333,0.037037,0.037037,0,0.037037,0.074074,0,0.33333,0.037037,0.074074,0,0,0.037037,0.14815,0,0,0,0,0.037037,0,0.037037,0.2963,0,0.074074,0
B-w6ND5PZxA_10.mp3,0,0,0,0,0,0,0,0.16667,0,0.055556,0.055556,0.11111,0.16667,0.16667,0.055556,0.16667,0,0,0.16667,0,0,0,0.22222,0,0,0.11111,0,0
B-w6ND5PZxA_979.mp3,0.055556,0,0.055556,0.055556,0.055556,0.055556,0,0.33333,0.055556,0.11111,0,0,0.11111,0.33333,0,0,0,0,0,0.055556,0,0,0.44444,0,0,0.22222,0,0
B0z4qunAcqc_0.mp3,0.27778,0,0.38889,0,0,0,0,0,0,0,0,0.33333,0.11111,0,0.22222,0.11111,0,0,0.27778,0.055556,0,0,0,0,0,0,0.055556,0
B23ufOomSwI_121.mp3,0,0,0,0,0.055556,0.33333,0.16667,0.33333,0.16667,0.33333,0,0.055556,0,0,0,0,0,0,0,0,0,0,0.16667,0.22222,0,0.22222,0.11111,0
B7xai5u_tnk_54.mp3,0.16667,0,0,0,0,0.055556,0.055556,0,0.055556,0,0,0.72222,0.055556,0,0.22222,0.38889,0,0,0.16667,0,0,0.055556,0,0,0,0,0.11111,0.055556
B7zPiF149q8_1580.mp3,0,0.11111,0.16667,0.16667,0.16667,0,0,0,0.055556,0,0.11111,0.27778,0,0,0,0.16667,0,0.11111,0,0,0.055556,0.27778,0,0,0.11111,0,0.055556,0.27778
B8WjrNBfWoU_315.mp3,0.11111,0,0,0,0.055556,0.11111,0,0.055556,0,0.055556,0.055556,0.22222,0,0,0.11111,0.16667,0,0,0.55556,0,0,0.16667,0.16667,0,0,0.11111,0,0
BAN_kskQGNU_0.mp3,0.055556,0.11111,0.22222,0.38889,0,0.055556,0,0,0,0,0.055556,0.055556,0,0,0.055556,0.11111,0,0.16667,0,0,0.055556,0.11111,0,0,0.055556,0,0.11111,0.11111
BLXwpGCn2KQ_278.mp3,0,0,0,0.27778,0.055556,0.11111,0,0.055556,0,0,0.055556,0.055556,0.055556,0,0.055556,0.055556,0,0.055556,0.11111,0,0,0.22222,0,0,0.055556,0,0,0.22222
BNWpZ-Y_KvU_2.mp3,0,0.055556,0,0.27778,0.22222,0.055556,0.055556,0.055556,0.055556,0,0.11111,0.055556,0,0,0,0.055556,0.11111,0.11111,0,0.055556,0.055556,0.11111,0,0.055556,0.38889,0,0.055556,0.44444
BUoJBrX1MTo_240.mp3,0,0,0,0,0.037037,0.37037,0.14815,0.44444,0.37037,0.18519,0,0,0.074074,0,0,0,0.037037,0,0.037037,0,0,0.037037,0.2963,0.14815,0,0.33333,0.037037,0
BW9WUCJSK1E_3.mp3,0,0.33333,0.22222,0.22222,0.055556,0,0,0,0,0,0,0.5,0,0,0.11111,0.27778,0,0.27778,0.16667,0.11111,0.055556,0.38889,0,0,0.055556,0,0,0.11111
BX3bN5YeiQs_1.mp3,0,0.055556,0,0.33333,0,0,0,0.055556,0,0,0.55556,0,0.11111,0,0,0.11111,0.22222,0.055556,0,0,0,0.055556,0,0,0.66667,0,0,0.055556
BaFhKcXVyMQ_1413.mp3,0.055556,0,0.055556,0.055556,0.055556,0.11111,0.11111,0.055556,0.16667,0.11111,0.055556,0.11111,0.11111,0,0.11111,0.22222,0,0,0.22222,0,0,0,0.055556,0,0,0.11111,0.055556,0.055556
Bach - Perlman _ Zukerman - Concerto for Two Violins BWV 1043_Z4LFjuWvwzw_1.mp3,0.055556,0,0,0,0.11111,0.38889,0.22222,0.38889,0.27778,0.11111,0,0.055556,0.055556,0,0,0,0,0,0,0,0,0,0.27778,0.27778,0,0.33333,0,0
Bach - Perlman _ Zukerman - Concerto for Two Violins BWV 1043_Z4LFjuWvwzw_2.mp3,0,0,0,0.055556,0.33333,0.44444,0.055556,0.27778,0.27778,0.11111,0,0,0.11111,0,0.055556,0,0,0,0.055556,0,0,0.11111,0.38889,0.11111,0,0.22222,0.16667,0.055556
Beach House - Zebra [OFFICIAL VIDEO]&N-wfb25WmV4&2.mp3,0,0,0.11111,0,0.16667,0.11111,0.055556,0.38889,0.27778,0.22222,0,0,0,0,0.055556,0,0.055556,0,0.11111,0,0,0,0.055556,0.16667,0,0.11111,0.22222,0
Beach House - Zebra [OFFICIAL VIDEO]&N-wfb25WmV4.mp3,0.055556,0,0,0.055556,0.11111,0.16667,0.11111,0.5,0.055556,0.22222,0,0,0.11111,0,0,0.055556,0,0,0.16667,0,0,0,0.16667,0.22222,0,0.055556,0,0
Benny Hill Theme_MK6TXMsvgQg_1.mp3,0.55556,0,0.27778,0.055556,0,0,0,0,0,0,0,0.5,0,0,0.055556,0.055556,0,0,0.55556,0.055556,0,0,0,0,0,0,0,0
Best of Hans Zimmer - All time greatest soundtracks!-cdgUhz2F0Mg&1.mp3,0.11111,0,0.11111,0.055556,0.16667,0.16667,0.055556,0.22222,0,0,0.11111,0.27778,0.11111,0,0.22222,0.27778,0,0,0.11111,0,0,0.16667,0.055556,0,0.055556,0.055556,0.11111,0.22222
Best of Hans Zimmer - All time greatest soundtracks!-cdgUhz2F0Mg&2.mp3,0,0,0,0.16667,0.27778,0,0,0,0.11111,0,0,0.5,0.11111,0,0.16667,0.16667,0.055556,0.11111,0.16667,0.11111,0.055556,0.44444,0.055556,0,0,0,0.11111,0.38889
Best of Hans Zimmer - All time greatest soundtracks!-cdgUhz2F0Mg&3.mp3,0,0.055556,0.11111,0.27778,0.055556,0.11111,0,0.055556,0.055556,0,0.5,0.11111,0.055556,0,0.055556,0,0.16667,0,0,0.055556,0,0.055556,0,0,0.27778,0.055556,0.11111,0
Best of Hans Zimmer - All time greatest soundtracks!-cdgUhz2F0Mg&4.mp3,0,0,0,0.38889,0.16667,0,0.055556,0,0,0.11111,0.44444,0.11111,0.055556,0,0.055556,0.11111,0.16667,0.11111,0.055556,0,0,0.33333,0,0,0.22222,0,0.11111,0.22222
Best of Hans Zimmer - All time greatest soundtracks!-cdgUhz2F0Mg&5.mp3,0,0,0,0.27778,0.27778,0.16667,0,0.16667,0.16667,0,0.16667,0.11111,0.27778,0,0.11111,0.055556,0.16667,0.16667,0.11111,0,0,0.22222,0,0.055556,0,0,0.22222,0.33333
Best of Hans Zimmer - All time greatest soundtracks!-cdgUhz2F0Mg&6.mp3,0,0,0,0,0.33333,0.27778,0.16667,0.27778,0.38889,0.11111,0,0,0.16667,0,0.16667,0,0.055556,0,0.16667,0,0.055556,0.055556,0.33333,0.11111,0.055556,0.11111,0.11111,0.11111
Best of Hans Zimmer - All time greatest soundtracks!-cdgUhz2F0Mg&7.mp3,0,0,0,0,0.33333,0.22222,0,0.11111,0.055556,0.055556,0.055556,0.22222,0.22222,0.055556,0.27778,0.22222,0.16667,0.16667,0.055556,0.055556,0,0.27778,0,0,0,0,0.16667,0.33333
Best of Hans Zimmer - All time greatest soundtracks!-cdgUhz2F0Mg&8.mp3,0,0,0,0.33333,0.22222,0.055556,0,0.22222,0.22222,0,0.16667,0.27778,0.22222,0,0,0.055556,0.11111,0,0,0,0,0.055556,0,0,0.11111,0,0.055556,0.055556
Betty Davis - Anti Love Song (1973)_fxKBnR_8LIM_1.mp3,0.11111,0,0.055556,0,0.055556,0.11111,0,0.055556,0.055556,0,0.055556,0.61111,0.055556,0.11111,0.16667,0.22222,0,0,0.44444,0,0,0.055556,0.055556,0,0,0.055556,0,0.055556
BfCAIxwxGbU_137.mp3,0,0,0,0,0.16667,0.27778,0.16667,0.22222,0.27778,0.16667,0.055556,0,0,0,0.11111,0.055556,0.055556,0,0,0,0,0.11111,0.38889,0.055556,0.055556,0.27778,0,0
Bh0tiI0hBFc_25.mp3,0.055556,0,0,0,0.16667,0.16667,0.055556,0.16667,0.22222,0.11111,0,0,0,0.055556,0.055556,0.055556,0.055556,0,0.11111,0,0,0.055556,0.44444,0.22222,0,0.27778,0.055556,0
BhMkJ9pvsFI_30.mp3,0,0.055556,0.11111,0.5,0,0,0.055556,0.055556,0.055556,0,0.11111,0.22222,0.055556,0,0.11111,0.22222,0,0,0,0,0.11111,0.11111,0,0.055556,0.33333,0,0.055556,0.055556
BiyCkSOF1pc_0.mp3,0.055556,0,0,0,0.055556,0.27778,0,0.22222,0.27778,0.055556,0,0.055556,0.055556,0.055556,0.055556,0,0.055556,0,0.11111,0,0,0.11111,0.16667,0,0,0.16667,0.055556,0
Bk2oy5NQY5I_35.mp3,0.72222,0,0,0,0,0,0,0.11111,0,0.055556,0.055556,0,0,0,0.11111,0.11111,0,0,0.44444,0,0,0,0,0,0,0.055556,0,0
BlbWhncMQGU_1.mp3,0,0,0,0,0.055556,0.44444,0.22222,0.5,0.16667,0.11111,0,0,0,0,0,0,0,0,0.055556,0,0.055556,0,0.22222,0.22222,0,0.27778,0,0
Blood Orange - It Is What It Is&F9gKVduzVEA&2.mp3,0.33333,0,0.11111,0,0,0.055556,0,0.22222,0,0.22222,0,0.11111,0.22222,0,0.055556,0.055556,0,0,0.16667,0,0,0,0,0,0,0,0.11111,0
Blood Orange - It Is What It Is&F9gKVduzVEA.mp3,0.11111,0,0.055556,0,0,0,0,0.22222,0,0.11111,0,0.38889,0.11111,0,0.16667,0.16667,0,0.055556,0.16667,0,0,0,0,0,0,0,0.055556,0
Bootsy Collins  -  Munchies For Your Love-kVYwZ1hgNiU&1.mp3,0.16667,0,0.27778,0,0.055556,0,0,0.055556,0.055556,0.22222,0,0,0.27778,0.44444,0.11111,0,0,0,0.055556,0.11111,0.11111,0,0.11111,0,0,0,0.055556,0
Bootsy Collins - I'd Rather Be With You-0tgYr03o3dE_1.mp3,0.083333,0.027778,0.055556,0.027778,0.083333,0.055556,0.027778,0.19444,0.027778,0.055556,0.055556,0.19444,0.13889,0.55556,0.055556,0.055556,0.027778,0.055556,0.11111,0.055556,0.027778,0.027778,0.33333,0,0,0.083333,0.083333,0.027778
Bootsy Collins - I'd Rather Be With You-0tgYr03o3dE_2.mp3,0.22222,0,0.11111,0,0.055556,0.11111,0,0.055556,0,0,0,0.22222,0,0.22222,0.16667,0.22222,0,0.055556,0.27778,0.11111,0.055556,0.16667,0.27778,0,0,0,0,0
Bootsy Collins - I'd Rather Be With You-0tgYr03o3dE_3.mp3,0.055556,0,0,0,0,0,0,0.11111,0.055556,0.055556,0.055556,0.33333,0.16667,0.44444,0.11111,0.16667,0,0,0.055556,0,0,0,0.22222,0,0,0.055556,0,0
BqJUaIw4k_s_25.mp3,0,0,0.16667,0.16667,0.055556,0.055556,0,0.055556,0.055556,0.055556,0.55556,0.055556,0,0,0,0,0,0.055556,0,0.055556,0,0,0,0.11111,0.055556,0,0.16667,0.055556
Br46D-yRoRY_15.mp3,0,0,0,0,0.055556,0.11111,0.22222,0.16667,0.22222,0.16667,0.22222,0,0.16667,0.055556,0,0.055556,0,0,0,0,0.055556,0,0.16667,0.27778,0,0.33333,0.11111,0
BstJbNgJIXc_0.mp3,0.11111,0,0.11111,0.055556,0,0.055556,0,0.16667,0,0.38889,0.27778,0.055556,0.27778,0.11111,0.11111,0.11111,0,0.11111,0,0,0,0,0.055556,0,0,0,0.38889,0.055556
BuU9FQWcxNA_20.mp3,0,0,0,0,0.11111,0.22222,0.11111,0.27778,0.055556,0.11111,0.33333,0,0.11111,0,0,0,0.055556,0,0,0,0.055556,0,0.22222,0.27778,0.16667,0.22222,0.11111,0
BvsMPOfblfg_10.mp3,0.11111,0.11111,0,0,0,0,0,0,0,0,0,0.5,0,0,0.16667,0.22222,0,0.27778,0.055556,0,0.055556,0.27778,0,0,0.055556,0,0.055556,0
BxDiQhNO780_0.mp3,0,0.22222,0.055556,0.16667,0,0,0,0,0,0,0,0.33333,0,0,0.11111,0.22222,0,0.27778,0,0,0.055556,0.16667,0,0,0.055556,0,0,0.22222
BxDiQhNO780_1076.mp3,0,0.33333,0.055556,0.22222,0.055556,0,0.055556,0,0,0,0,0.44444,0.055556,0,0,0.11111,0,0.27778,0,0,0.055556,0.22222,0,0,0.055556,0,0,0.11111
C8x66tZ8Jwk_4.mp3,0,0,0,0,0.11111,0.33333,0.22222,0.5,0.22222,0.11111,0,0.055556,0,0,0,0,0,0,0.055556,0,0,0,0.16667,0.055556,0,0.22222,0,0
CBTOGVb_cQg_10.mp3,0.055556,0,0.11111,0,0.055556,0.11111,0.055556,0.055556,0,0,0,0.33333,0.11111,0.055556,0.16667,0.11111,0,0.055556,0.055556,0,0,0.22222,0.11111,0,0,0.055556,0.055556,0.16667
CDhju5kuuUY_2190.mp3,0,0,0,0,0.055556,0,0,0.38889,0.16667,0.16667,0.27778,0,0,0,0.11111,0,0,0,0,0,0,0,0.11111,0.22222,0,0,0.16667,0
CDl9ZMfj6aE_8.mp3,0.11111,0,0.055556,0,0.055556,0,0,0,0.055556,0,0,0.88889,0.055556,0,0.11111,0.38889,0,0.38889,0.11111,0,0,0.38889,0,0,0,0,0,0.11111
CM9_X5S_5u8_101.mp3,0,0,0.055556,0,0,0,0,0,0,0.055556,0,0.83333,0.11111,0,0.22222,0.22222,0,0,0.22222,0,0,0,0.055556,0,0,0,0,0
CSvFpBOe8eY_6.mp3,0.055556,0,0,0.055556,0,0,0,0,0,0.055556,0.055556,0.5,0.27778,0.055556,0.055556,0.22222,0.055556,0.16667,0,0,0,0.11111,0,0,0.055556,0,0.16667,0.11111
CXfxUVjHFl0_196.mp3,0,0,0,0,0,0.11111,0.22222,0.055556,0.16667,0.27778,0,0,0.16667,0.16667,0.16667,0.055556,0,0,0.055556,0,0,0.055556,0.55556,0.11111,0,0.38889,0,0
CcMz3aAZDv4_13.mp3,0.055556,0.22222,0.27778,0.22222,0.055556,0,0,0.055556,0,0.055556,0.055556,0.11111,0.055556,0,0.055556,0.055556,0,0.16667,0,0,0.11111,0.055556,0,0,0.11111,0,0.055556,0.055556
CcsUYu0PVxY_435.mp3,0.055556,0,0,0,0.16667,0.11111,0,0.44444,0.16667,0.16667,0,0.055556,0.11111,0.055556,0.055556,0,0,0,0.11111,0,0,0.055556,0.33333,0.11111,0,0.11111,0.11111,0
CczmMDvQDa0_3.mp3,0,0,0,0,0,0.22222,0.055556,0.27778,0.33333,0.055556,0,0,0.055556,0,0.055556,0,0.055556,0,0,0,0.055556,0,0.16667,0.22222,0,0.38889,0,0
CevxZvSJLk8_12.mp3,0.22222,0,0,0,0,0.055556,0,0,0,0,0,0.55556,0.11111,0,0.055556,0.38889,0,0.055556,0.44444,0,0,0.11111,0,0,0,0,0.11111,0.055556
Chicago Bulls Theme Song_NsIB3-t2j3A_1.mp3,0,0,0,0,0.11111,0.055556,0,0,0,0,0,0.72222,0.16667,0,0.27778,0.38889,0,0,0.16667,0,0,0.33333,0,0,0,0,0.055556,0.27778
Childish Gambino - Redbone (Official Audio)&Kp7eSUU9oy8.mp3,0.22222,0,0.055556,0,0.16667,0.055556,0,0.22222,0.055556,0.055556,0,0.055556,0,0.33333,0.055556,0.16667,0,0,0.27778,0,0,0.055556,0.33333,0.055556,0,0.16667,0,0
